#Frame           SHP2       ligand
       1       0.0000       0.0000
       2       0.0597       0.1260
       3       0.1577       0.5191
       4       0.2650       0.4093
       5       0.7186       0.8209
       6       1.2873       0.7383
       7       1.3665       0.8011
       8       1.4074       0.8267
       9       1.5552       0.8612
      10       1.6072       0.7517
      11       1.5040       0.5844
      12       1.4197       1.5032
      13       1.4813       0.7147
      14       1.7261       1.4455
      15       1.5776       1.2779
      16       1.7303       0.7515
      17       1.6011       0.7831
      18       1.7595       0.7192
      19       1.9130       0.9684
      20       1.8246       0.9016
      21       1.8176       1.5726
      22       1.8878       1.5323
      23       2.0893       1.5426
      24       2.0962       1.8921
      25       2.0812       1.6980
