#Frame           SHP2       ligand
       1       0.0000       0.0000
       2       0.0801       0.1443
       3       0.1703       0.6129
       4       0.2801       0.6295
       5       0.7686       2.8368
       6       1.2318       3.1460
       7       1.2874       2.6178
       8       1.3192       3.2501
       9       1.5465       3.0711
      10       1.8584       2.7135
      11       1.5771       2.7496
      12       1.4987       2.9341
      13       1.9604       3.2825
      14       1.8455       3.2965
      15       2.0012       3.2554
      16       1.7918       3.0739
      17       1.7576       3.1410
      18       1.4207       3.3119
      19       1.4340       2.9401
      20       1.5823       2.8385
      21       1.6364       2.2131
      22       1.6197       2.7103
      23       1.6829       2.7161
      24       1.9223       3.4054
      25       1.5994       3.2460
