#Frame           SHP2       ligand
       1       0.0000       0.0000
       2       0.1757       0.5886
       3       0.1705       0.6630
       4       0.2879       0.6037
       5       0.2821       0.7002
       6       0.6822       0.5177
       7       0.7096       1.0080
       8       1.0586       2.5725
       9       1.1069       2.4968
      10       1.1588       3.1616
      11       1.3888       3.2345
      12       1.4094       3.0710
      13       1.3969       2.8560
      14       1.3890       3.1415
      15       1.4706       3.0559
      16       1.5884       2.6702
      17       1.6014       2.8572
      18       1.4826       3.2410
      19       1.6500       2.8534
      20       1.7051       2.6771
      21       1.5081       2.9662
      22       1.5703       3.2644
      23       1.6119       2.9943
      24       1.7911       2.8452
      25       1.6400       2.9730
      26       1.6475       2.9011
      27       1.6935       3.2592
      28       1.9539       3.0603
      29       2.0646       4.0449
      30       1.9650       3.4456
      31       1.9057       3.3039
      32       1.7205       3.2489
      33       1.9565       3.2556
      34       1.7444       3.3260
      35       1.6955       3.3360
      36       1.6497       3.3890
      37       1.9517       3.4092
      38       2.1479       3.8643
      39       2.1631       2.9075
      40       2.2633       3.2478
      41       2.4485       3.5858
      42       2.5436       3.3040
      43       2.3475       3.5846
      44       1.9345       3.1487
      45       1.9523       3.3731
      46       1.9077       3.3691
      47       1.9801       3.7995
      48       2.2893       3.6491
      49       2.0872       3.3249
      50       2.1357       3.0593
      51       2.2768       3.0371
      52       2.0080       3.0435
      53       2.0574       3.0073
      54       2.3744       3.1678
      55       2.0122       2.9593
      56       1.8374       3.1830
      57       1.8503       3.3468
      58       1.7993       2.9535
      59       1.5604       2.9177
      60       1.7091       3.2305
      61       1.7460       2.8248
      62       2.0786       3.3065
      63       2.0538       2.9533
      64       1.7752       3.4302
      65       1.7608       3.6206
      66       1.7941       3.4149
      67       1.8969       3.4008
      68       2.0344       3.3705
      69       1.9866       2.9647
      70       1.9867       3.1085
      71       2.0400       2.9410
      72       2.0760       3.0768
      73       2.0994       3.0997
      74       2.1834       3.0553
      75       2.0969       3.5032
      76       2.0710       3.2113
      77       2.2577       2.8930
      78       2.2008       3.2375
      79       2.1009       3.2832
      80       1.9674       3.0881
      81       1.9462       2.6692
      82       2.1705       2.8426
      83       1.9771       3.1470
      84       1.8737       3.0471
      85       1.9730       3.3844
      86       1.9633       3.4341
      87       2.1561       3.3372
      88       2.0760       3.0934
      89       2.0495       3.3210
      90       1.9276       2.6627
      91       1.9363       2.5326
      92       1.7887       3.1313
      93       1.9151       2.7712
      94       1.8384       2.8705
      95       1.7349       3.1159
      96       1.9598       3.1889
      97       1.7297       3.0517
      98       1.9206       3.1020
      99       2.2217       3.2578
     100       2.2372       3.2857
     101       2.2639       3.3675
     102       2.1991       3.4291
     103       2.1146       3.0846
     104       2.0382       2.9853
     105       2.0862       4.7513
     106       1.8049       4.4082
     107       1.8072       4.0015
     108       1.9615       4.2035
     109       2.0778       4.4859
     110       2.0156       4.1477
     111       2.0349       4.6112
     112       1.9577       4.7791
     113       1.8421       4.4007
     114       2.1258       5.0037
     115       2.0151       4.6910
     116       2.1046       4.9227
     117       2.2660       5.2502
     118       2.1353       5.3239
     119       2.2323       4.8324
     120       2.2598       5.3758
     121       2.3906       5.1605
     122       2.2345       5.2568
     123       2.3645       5.4871
     124       2.2722       5.1724
     125       2.2863       4.8489
     126       2.1194       4.9365
     127       2.0127       4.2378
     128       2.2694       4.6529
     129       1.9853       4.0426
     130       2.1188       4.1205
     131       1.8816       3.7641
     132       1.8635       4.2025
     133       2.0252       4.2761
     134       2.2855       4.4113
     135       2.3439       4.9693
     136       2.2735       4.5934
     137       2.1217       3.9571
     138       1.9942       4.1481
     139       2.1661       4.1660
     140       2.1211       5.2540
     141       2.1944       5.1779
     142       1.9701       3.8467
     143       2.2622       5.0057
     144       1.9912       4.2564
     145       2.0379       3.9814
     146       2.1631       4.1371
     147       2.0252       4.9115
     148       2.0058       4.3383
     149       1.9329       4.4552
     150       2.0575       5.7787
     151       2.2224       4.6690
     152       2.2492       4.1930
     153       2.3127       4.9001
     154       2.5013       4.5780
     155       2.2335       3.1650
     156       2.5571       4.5948
     157       2.4054       3.9071
     158       2.7371       5.3896
     159       2.5327       5.3793
     160       2.5590       4.6476
     161       2.2995       4.5850
     162       2.4281       3.4753
     163       2.8176       3.3284
     164       2.7432       3.0056
     165       2.7738       3.2962
     166       3.0477       2.5608
     167       2.9207       3.2409
     168       2.9048       3.2553
     169       2.9264       3.4036
     170       2.8175       3.3959
     171       2.9175       3.4220
     172       2.6183       2.9056
     173       2.3835       3.3354
     174       2.7072       3.1397
     175       2.2908       3.5275
     176       2.0893       3.2767
     177       2.3014       2.7742
     178       2.4077       2.6489
     179       2.4171       3.3147
     180       2.1248       3.4788
     181       2.4145       3.0874
     182       2.5189       3.1720
     183       2.6352       3.0133
     184       2.6687       2.4058
     185       2.3977       3.2341
     186       2.3815       3.0552
     187       2.5764       2.6740
     188       2.6845       2.4688
     189       2.5456       2.7448
     190       2.6635       2.9548
     191       2.7113       2.5489
     192       2.6783       2.9814
     193       2.5878       2.2330
     194       2.7943       2.9302
     195       2.5214       2.6363
     196       2.8170       2.5196
     197       2.6098       2.5414
     198       2.6892       2.9913
     199       2.6975       2.6488
     200       2.7377       2.4171
     201       2.7917       2.2459
     202       2.8545       2.8541
     203       2.7486       2.4688
     204       2.8559       3.0022
     205       3.0773       2.6749
     206       3.0039       2.8965
