#Frame           SHP2       ligand
       1       0.0000       0.0000
       2       0.0961       0.1377
       3       0.1859       0.6185
       4       0.2956       0.5619
       5       0.7948       0.5627
       6       1.5648       0.9043
       7       2.2402       1.5458
       8       2.0598       1.7858
       9       2.0339       1.4861
      10       1.8002       1.1306
      11       2.0223       1.4223
      12       2.0026       1.4487
      13       2.2067       1.5219
      14       2.2045       1.2973
      15       2.2141       1.8417
      16       2.0163       2.2020
      17       1.9947       1.5066
      18       1.9587       1.9279
      19       2.1878       1.5577
      20       1.9573       1.7693
      21       2.0435       1.7845
      22       2.4366       1.8394
      23       2.1644       1.4898
      24       2.0333       1.7357
      25       2.4030       1.6884
