#Frame           SHP2       ligand
       1       0.0000       0.0000
       2       0.0806       0.1777
       3       0.1637       0.5029
       4       0.2774       0.4685
       5       0.7422       0.9728
       6       1.3980       0.8821
       7       1.7425       1.1751
       8       1.5875       0.7404
       9       1.6907       0.6293
      10       1.7417       0.5823
      11       1.7614       0.5818
      12       1.9110       0.8276
      13       2.2175       0.6360
      14       2.2085       0.4661
      15       2.1335       0.8438
      16       2.4565       0.9433
      17       2.4382       0.9805
      18       2.3150       1.0085
      19       2.0825       0.8673
      20       2.1054       1.0359
      21       2.1419       0.5513
      22       2.0097       0.7448
      23       2.1097       0.6020
      24       2.0962       0.7506
      25       2.1443       0.7792
