#Frame           SHP2       ligand
       1       0.0000       0.0000
       2       0.0961       0.1377
       3       0.1881       0.5171
       4       0.3028       0.4949
       5       0.7284       0.5044
       6       1.2893       0.6312
       7       1.4034       0.6121
       8       1.4781       0.5582
       9       1.5822       0.9988
      10       1.7824       0.9472
      11       1.8557       1.3700
      12       1.9309       1.3434
      13       1.9224       1.0925
      14       2.1264       1.0499
      15       2.1132       0.8989
      16       2.0891       1.2523
      17       2.5651       1.4617
      18       2.3049       1.3236
      19       2.3193       1.1247
      20       2.2552       1.0236
      21       2.0430       1.0739
      22       1.9238       1.0396
      23       1.9052       0.6660
      24       1.9536       0.6948
      25       2.1524       1.2207
