#Frame           SHP2       ligand
       1       0.0000       0.0000
       2       0.1842       0.5482
       3       0.1769       0.5850
       4       0.2878       0.5382
       5       0.2881       0.5677
       6       0.6177       0.7346
       7       0.6726       0.5676
       8       0.9765       0.8087
       9       1.0325       0.7116
      10       1.0207       0.6288
      11       0.9185       0.6886
      12       0.9958       0.6301
      13       1.1727       0.6413
      14       1.0559       0.8557
      15       1.0657       0.6671
      16       0.9247       0.4490
      17       1.1689       0.9118
      18       1.0984       0.6360
      19       1.1802       0.7925
      20       1.1582       0.7017
      21       1.2120       0.4762
      22       1.3216       0.6714
      23       1.3971       0.8899
      24       1.5425       0.8475
      25       1.4151       0.5966
      26       1.3929       0.7794
      27       1.4407       0.7427
      28       1.3724       0.5894
      29       1.4057       0.6664
      30       1.4735       0.5992
      31       1.4567       0.9956
      32       1.4732       0.6044
      33       1.2930       0.6513
      34       1.4361       0.5561
      35       1.4964       1.0800
      36       1.3503       0.7807
      37       1.2406       1.0144
      38       1.3874       0.8591
      39       1.3169       0.5979
      40       1.4711       0.8683
      41       1.4097       1.3681
      42       1.3922       1.1401
      43       1.3786       1.2772
      44       1.4145       1.6978
      45       1.5062       2.0110
      46       1.7246       1.1858
      47       1.7290       1.3075
      48       1.4586       0.9154
      49       1.5492       0.7128
      50       1.5833       0.7630
      51       1.5428       0.6946
      52       1.7552       0.8197
      53       1.7977       0.6178
      54       1.7420       0.8568
      55       1.8985       0.4749
      56       1.8107       0.6414
      57       1.9127       0.8993
      58       1.6257       1.4102
      59       1.8624       1.2239
      60       1.6776       0.9982
      61       1.7541       0.8486
      62       1.6754       0.6703
      63       1.6081       0.7030
      64       1.6471       0.6004
      65       1.7836       0.6499
      66       1.9569       0.9049
      67       1.9754       0.6304
      68       2.0628       0.8578
      69       2.0835       0.8213
      70       1.9609       0.6506
      71       2.2134       0.9554
      72       2.0714       0.6863
      73       2.1063       0.8210
      74       2.0971       0.7613
      75       2.2589       0.6972
      76       2.1775       0.7714
      77       2.1427       0.7688
      78       1.9917       0.7622
      79       2.2156       0.6233
      80       1.8604       0.7318
      81       1.8155       0.9946
      82       2.0643       0.8344
      83       2.1210       1.5772
      84       2.0939       0.6236
      85       2.1352       0.5339
      86       2.1339       0.7452
      87       2.2510       0.9840
      88       2.2308       0.5261
      89       2.0978       1.2121
      90       2.1536       1.0374
      91       2.3351       1.1131
      92       2.2423       1.2328
      93       2.4334       0.9447
      94       2.3863       0.8201
      95       2.4877       0.8810
      96       2.5652       0.7677
      97       2.4250       0.9000
      98       2.2559       1.0397
      99       2.2686       0.5759
     100       2.0951       0.7887
     101       1.9798       0.8680
     102       1.9393       1.0074
     103       1.9449       0.7464
     104       2.1948       1.0031
     105       2.2074       1.4383
     106       2.1283       0.8800
     107       2.0331       0.8431
     108       2.1896       1.2397
     109       1.9372       1.1556
     110       2.2417       0.5751
     111       2.1702       0.8753
     112       2.0355       0.4399
     113       2.3736       0.8992
