#Frame           SHP2       ligand
       1       0.0000       0.0000
       2       0.0961       0.1377
       3       0.1841       0.6071
       4       0.2995       0.5087
       5       0.8386       0.6869
       6       1.5674       0.7921
       7       1.6894       0.8611
       8       1.6046       1.3404
       9       1.4801       0.7195
      10       1.5567       0.9347
      11       1.7968       1.6770
      12       1.9558       1.8198
      13       2.3525       2.1384
      14       2.2130       1.5431
      15       2.2377       1.8243
      16       1.7560       1.3655
      17       1.9069       1.3578
      18       1.9716       1.2475
      19       1.9054       1.2095
      20       2.0310       1.0160
      21       2.1121       2.0076
      22       2.5970       1.9247
      23       2.7264       2.0642
      24       2.5105       1.5017
      25       2.6256       1.8633
