#Frame           SHP2       ligand
       1       0.0000       0.0000
       2       0.1726       0.4659
       3       0.1736       0.4746
       4       0.2795       0.3787
       5       0.2846       0.2814
       6       0.6780       0.4530
       7       0.8003       0.4149
       8       1.3383       0.7386
       9       1.4952       0.6309
      10       1.4587       0.8828
      11       1.3455       0.8911
      12       1.4000       0.9785
      13       1.2447       0.6158
      14       1.4024       0.8554
      15       1.4852       0.8013
      16       1.4472       0.9230
      17       1.5521       0.5832
      18       1.5579       0.9931
      19       1.4492       0.7401
      20       1.5174       1.0247
      21       1.5370       0.4556
      22       1.5612       0.8180
      23       1.3572       0.7790
      24       1.4434       0.9404
      25       1.5793       0.9467
      26       1.4184       0.5337
      27       1.6358       0.6826
      28       1.5750       1.2107
      29       1.6359       1.2651
      30       1.6701       0.7388
      31       1.4384       0.7843
      32       1.5854       0.7718
      33       1.7824       0.6835
      34       1.4437       0.4832
      35       1.5115       0.3137
      36       1.6791       0.6900
      37       1.5302       0.7682
      38       1.5073       0.6927
      39       1.6925       0.4126
      40       1.5553       0.4706
      41       1.8827       0.5827
      42       1.8047       0.4764
      43       1.7654       0.6591
      44       1.8204       1.0057
      45       1.7427       0.8540
      46       1.5986       0.7578
      47       1.8148       0.5986
      48       1.8243       0.5901
      49       1.8593       0.6522
      50       1.8343       0.4331
      51       1.9686       0.6549
      52       2.0799       0.7467
      53       2.0619       0.6940
      54       1.8712       0.5802
      55       1.9356       0.6776
      56       2.0672       0.4095
      57       1.8234       0.6906
      58       1.7456       0.6066
      59       1.9141       0.4816
      60       1.8804       0.5100
      61       1.8628       0.7152
      62       1.9305       0.4395
      63       1.9160       0.5432
      64       2.0390       0.8625
      65       1.9772       0.6210
      66       1.8654       0.4966
      67       2.2353       0.5271
      68       2.0997       0.4498
      69       2.1251       0.7654
      70       2.0223       0.7663
      71       2.1581       0.6354
      72       2.0917       0.8424
      73       2.0705       0.6158
      74       1.9652       0.6900
      75       1.9616       0.7293
      76       2.0128       0.5297
      77       1.9851       0.7389
      78       1.9019       0.4854
      79       1.9970       0.7258
      80       1.9752       0.2960
      81       2.0308       0.5175
      82       2.0390       0.6571
      83       2.0282       0.7418
      84       1.8374       0.8328
      85       2.0350       0.7592
      86       2.0074       0.8691
      87       2.1520       0.4409
      88       2.1522       0.4383
      89       1.9296       0.6653
      90       2.0282       0.3914
      91       2.1688       0.7638
      92       2.3164       0.5666
      93       2.0368       0.7064
      94       2.0404       0.6740
      95       2.0722       0.4760
      96       2.0260       0.5396
      97       1.7464       0.6396
      98       1.8182       0.5524
      99       2.1849       0.6147
     100       2.0902       0.4389
     101       2.0761       0.5922
     102       2.2743       0.7428
     103       2.4699       0.8896
     104       2.4312       0.8393
     105       2.4847       0.8709
     106       2.4950       0.9884
     107       2.4676       0.6606
     108       2.5073       1.0387
     109       2.3755       0.6556
     110       2.5461       0.5901
     111       2.7040       0.6017
     112       2.7464       0.8634
     113       2.7215       0.9429
     114       2.6672       0.6816
     115       2.3426       0.6491
     116       2.3255       0.5949
     117       2.3193       0.6831
     118       2.2840       0.6551
     119       2.4972       0.6436
     120       2.6289       0.5277
     121       2.5836       1.0093
     122       2.6073       0.5942
     123       2.7356       0.7989
     124       2.6170       0.9196
     125       2.6893       0.9129
     126       2.2925       1.0203
     127       2.8365       0.7631
     128       2.7537       1.1008
     129       2.7544       0.5808
