#Frame           SHP2       ligand
       1       0.0000       0.0000
       2       0.0801       0.1443
       3       0.1693       0.5456
       4       0.2797       0.4528
       5       0.7621       0.9191
       6       1.3966       0.6246
       7       1.7282       0.8578
       8       1.8513       1.3444
       9       1.7517       1.5055
      10       1.8222       1.8013
      11       1.8863       1.5987
      12       1.5521       1.5932
      13       1.8113       1.3953
      14       1.8454       1.3915
      15       1.8692       1.4460
      16       1.9103       1.4175
      17       2.0437       1.3160
      18       1.9939       1.2720
      19       1.9713       1.3266
      20       2.1940       1.1232
      21       2.1873       1.3468
      22       1.9079       1.3597
      23       2.0502       1.7877
      24       1.9960       1.3237
      25       1.9244       1.3156
