#Frame           SHP2       ligand
       1       0.0000       0.0000
       2       0.1783       0.5626
       3       0.1757       0.5538
       4       0.2875       0.5383
       5       0.2806       0.6293
       6       0.6096       0.7695
       7       0.6420       0.8401
       8       1.0144       0.6541
       9       1.1054       0.5915
      10       1.2017       1.7388
      11       1.2094       0.8625
      12       1.4766       0.9617
      13       1.3243       0.7256
      14       1.2886       0.7741
      15       1.5037       1.5428
      16       1.5606       0.9780
      17       1.5918       0.8767
      18       1.4621       0.6031
      19       1.3421       0.8610
      20       1.3627       0.8237
      21       1.2134       0.7362
      22       1.4597       0.8645
      23       1.3543       0.6979
      24       1.5003       0.7567
      25       1.2897       0.4985
      26       1.3624       0.9196
      27       1.3973       0.7279
      28       1.4650       0.7253
      29       1.3157       0.6900
      30       1.3165       0.9149
      31       1.2892       0.9875
      32       1.4372       0.8459
      33       1.3913       0.6692
      34       1.6163       0.8415
      35       1.5984       0.5181
      36       1.5874       0.7442
      37       1.6104       0.5226
      38       1.5198       0.4556
      39       1.6668       0.6491
      40       1.5762       0.7428
      41       1.6844       0.8629
      42       1.7196       0.6659
      43       1.6863       0.8184
      44       1.6418       0.7118
      45       1.4776       0.7519
      46       1.8740       0.6179
      47       1.6146       1.2499
      48       1.6872       0.8610
      49       1.6281       0.8786
      50       1.6364       0.7003
      51       1.6690       0.5999
      52       1.7522       0.6564
      53       1.8591       1.2355
      54       1.7814       1.0493
      55       1.7297       1.0794
      56       1.6863       0.6402
      57       1.7363       0.6068
      58       1.6134       0.7336
      59       1.6700       0.8208
      60       1.6347       1.0086
      61       1.6755       0.9806
      62       1.5444       1.2724
      63       1.6778       0.9214
      64       1.6768       0.9941
      65       1.8067       1.2628
      66       1.7244       0.8305
      67       1.7098       0.8304
      68       1.6923       0.7021
      69       1.7758       0.5572
      70       1.8567       0.6530
      71       1.7690       1.0111
      72       1.7831       0.6223
      73       1.7570       0.6731
      74       1.6992       0.9244
      75       1.7719       0.9189
      76       1.8632       1.0724
      77       1.7525       0.5411
      78       1.8449       0.7204
      79       1.7903       1.0558
      80       1.7566       0.7071
      81       1.7806       1.1679
      82       1.9751       0.9203
      83       1.9757       1.0156
      84       1.8689       0.6865
      85       1.7335       1.0014
      86       1.6971       0.7211
      87       1.8339       0.7804
      88       1.8526       0.9329
      89       1.7192       0.8986
      90       1.8680       1.0112
      91       1.8504       0.8446
      92       1.8233       1.6020
      93       1.8993       1.6751
      94       1.8935       1.0831
      95       1.9238       1.0672
      96       1.9446       2.1152
      97       2.0019       2.2382
      98       2.0084       2.1231
      99       2.0919       2.4802
     100       1.9556       2.0338
     101       2.2225       2.5862
     102       2.0192       1.8786
     103       2.0203       2.8482
     104       1.9783       2.3035
     105       1.9799       1.9141
     106       2.0167       2.1500
     107       2.0479       1.7575
     108       2.0054       1.9658
     109       2.2245       2.5425
     110       2.2773       2.3860
     111       2.5875       2.2857
     112       2.5223       2.3474
     113       2.4901       1.8430
     114       2.6210       2.3312
     115       2.6497       2.3249
     116       2.5147       1.9596
     117       2.7770       2.2473
     118       2.4131       1.9720
     119       2.7519       1.6675
     120       2.4682       0.8919
     121       2.7736       1.1369
