#Frame           SHP2       ligand
       1       0.0000       0.0000
       2       0.0597       0.1260
       3       0.1515       0.5715
       4       0.2726       0.4059
       5       0.7855       0.5277
       6       1.4171       0.6417
       7       1.5198       1.2489
       8       1.6956       1.0375
       9       1.6376       0.5533
      10       2.1257       0.9434
      11       1.9609       0.6377
      12       2.2780       0.5789
      13       2.1684       0.5017
      14       2.3555       0.4399
      15       2.2437       0.9515
      16       1.9421       0.8875
      17       2.1790       1.0323
      18       2.0309       0.8379
      19       2.0566       0.3672
      20       2.0850       0.7347
      21       2.0295       0.7034
      22       2.2127       0.9959
      23       2.3841       0.6754
      24       2.5623       0.9682
      25       2.5112       0.9457
