#Frame           SHP2       ligand
       1       0.0000       0.0000
       2       0.1735       0.4354
       3       0.1805       0.5082
       4       0.2785       0.4444
       5       0.2923       0.5041
       6       0.6331       0.5295
       7       0.7084       0.4293
       8       1.1188       0.4751
       9       1.2063       0.6375
      10       1.1970       0.6501
      11       1.2339       0.6583
      12       1.3571       0.7757
      13       1.1873       0.6442
      14       1.4041       1.0699
      15       1.3899       0.5985
      16       1.4606       0.9494
      17       1.4375       0.9784
      18       1.7094       1.0937
      19       1.4204       0.6668
      20       1.4549       1.1413
      21       1.7847       0.8755
      22       1.9296       0.9107
      23       1.7231       0.3884
      24       1.7734       0.7982
      25       1.8424       0.8516
      26       1.7590       0.8122
      27       1.6321       0.6413
      28       1.6945       0.7846
      29       1.7200       1.4611
      30       1.8038       1.4383
      31       1.7481       1.2475
      32       1.9594       1.2982
      33       1.7810       1.1888
      34       1.8149       0.9807
      35       1.9750       0.9306
      36       1.8969       0.6854
      37       1.8826       1.1681
      38       1.9102       1.0538
      39       2.0525       1.4674
      40       2.0024       0.9725
      41       2.1943       1.4162
      42       2.0653       1.1393
      43       2.1744       1.3183
      44       2.3619       1.0984
      45       2.0996       1.0700
      46       2.1328       1.2860
      47       2.0100       1.2942
      48       1.9898       1.0197
      49       2.0487       0.8317
      50       2.1317       1.2235
      51       2.3633       1.3318
      52       2.4384       1.1613
      53       2.1498       1.3706
      54       2.4550       1.0790
      55       2.5666       1.3066
      56       2.5663       1.2944
      57       2.4808       1.4374
      58       2.4491       1.3288
      59       2.1772       0.9995
      60       2.1951       0.8632
      61       2.3785       1.0958
      62       2.3333       0.8901
      63       1.9646       1.1341
      64       2.0649       0.7755
      65       1.9665       1.0159
      66       2.1118       1.1071
      67       2.1105       0.9576
      68       1.9611       1.0580
      69       1.8276       1.3250
      70       2.1003       1.7756
      71       2.0422       1.5388
      72       2.0062       1.3152
      73       2.0070       0.8909
      74       1.8729       0.8816
      75       1.7941       1.1721
      76       1.9966       1.1040
      77       2.0443       1.2469
      78       2.0506       1.2169
      79       2.2904       1.2846
      80       2.1721       1.4526
      81       2.3963       1.2157
      82       2.2349       0.8045
      83       2.0602       1.2276
      84       2.1294       1.3059
      85       2.1753       0.8521
      86       2.6261       1.2860
      87       2.4368       1.6175
      88       2.0532       1.1072
      89       2.4271       1.4663
      90       2.4657       0.8871
      91       2.6145       0.5447
      92       2.3610       0.9170
      93       2.3410       1.0276
      94       2.3617       0.9175
      95       2.2910       1.3965
      96       2.5141       1.7996
      97       2.9606       1.3297
      98       2.5715       2.2239
      99       2.4328       1.1501
     100       2.5282       0.8387
     101       2.6901       0.7560
     102       2.5057       1.1189
     103       2.6766       0.7710
     104       2.5334       1.0756
     105       3.0424       1.5583
     106       3.0088       1.5675
     107       2.9442       1.3231
     108       2.9977       1.7470
     109       3.0328       1.7300
     110       2.7377       1.1784
     111       2.8041       1.3512
     112       2.9664       1.0667
     113       2.8100       0.5713
     114       3.5292       1.3964
     115       3.8547       1.3532
     116       3.5539       1.7650
     117       3.2697       2.0508
     118       3.2506       1.4032
     119       3.0854       1.4076
     120       3.3430       1.9954
     121       3.4404       1.9852
     122       3.4590       1.8148
     123       2.9439       1.5617
     124       2.7071       1.0391
     125       2.7001       0.8943
     126       3.0283       1.9321
     127       2.9100       1.4594
     128       2.7825       1.3356
     129       3.2029       1.9035
     130       3.2187       1.8375
     131       3.0144       1.2658
     132       3.2033       1.2189
     133       2.9406       1.0578
     134       3.0252       0.8394
     135       3.0868       0.9871
     136       3.1852       1.0601
     137       3.1666       1.0585
     138       3.4306       1.5169
     139       3.4035       1.6774
     140       3.2937       1.5664
     141       3.6727       1.7253
     142       3.7052       0.9803
     143       3.4334       1.2231
     144       3.3071       1.1543
     145       3.2300       0.9969
     146       2.8121       1.2633
     147       3.2904       1.1895
     148       3.1459       1.0226
     149       3.3257       1.0919
     150       3.2671       1.1771
     151       3.4121       1.7881
     152       3.4795       1.3215
     153       3.6851       1.5315
     154       3.8418       1.5697
     155       3.4925       1.7628
     156       3.6495       1.2013
     157       3.5125       1.8157
     158       3.2234       1.1713
     159       3.2937       1.4597
     160       3.2872       1.1507
     161       3.1687       1.5607
     162       2.9939       1.3424
     163       3.4093       1.7732
     164       3.1450       1.1517
     165       3.0773       1.6018
     166       3.1730       1.1379
     167       3.3667       1.0194
     168       3.3536       0.7866
     169       3.5100       1.4160
     170       3.4945       0.7846
     171       3.4185       0.7919
     172       3.2729       0.9078
     173       3.4058       0.6587
     174       3.3963       0.5625
     175       3.4578       1.0086
     176       3.5743       0.8470
     177       3.8333       0.7942
     178       3.5852       0.9827
     179       3.3848       1.0161
     180       3.2534       1.1336
     181       3.2520       1.6192
     182       3.1868       1.2966
     183       3.2620       1.4787
     184       3.3919       1.6216
     185       3.1424       1.3278
     186       2.9412       1.3343
     187       3.0376       1.4644
     188       3.0644       2.2239
     189       3.1213       2.4187
     190       3.7573       3.2067
     191       3.8615       3.3834
     192       3.8648       2.3347
     193       3.0435       2.3599
     194       3.3112       2.3291
     195       3.3351       2.6808
     196       3.5729       3.7440
     197       3.3978       1.6301
     198       3.6150       2.3952
     199       3.4158       1.8482
     200       3.2819       2.4343
     201       3.3454       2.1866
     202       3.5976       2.3671
     203       3.5327       2.5429
     204       3.2277       2.1412
     205       3.5472       2.6994
     206       3.1043       1.5447
     207       2.9589       1.3094
     208       2.8477       1.5041
     209       3.0006       2.3561
     210       3.0601       1.9476
     211       3.3987       2.3199
     212       3.1532       2.1309
     213       3.2999       2.2379
     214       3.3115       2.3558
     215       3.3721       1.6785
     216       2.9380       1.6844
     217       3.4541       1.9071
     218       3.3618       1.8535
     219       3.1141       2.3860
     220       3.1764       2.7037
     221       3.3818       1.7426
     222       3.2103       0.9511
     223       3.2883       1.2390
     224       3.3086       1.4744
     225       3.0983       1.0538
     226       3.4037       1.4116
     227       3.1417       2.7213
     228       3.2165       1.1291
     229       3.4645       1.1960
     230       3.3133       1.1937
     231       3.4343       0.9775
     232       3.7451       1.2642
     233       3.8018       1.2961
     234       3.8520       1.5085
     235       3.9084       1.8229
     236       3.9034       1.8143
     237       3.9087       1.8692
     238       3.8343       1.8243
     239       3.8987       1.3464
     240       3.6864       2.2613
     241       3.5728       1.7145
     242       3.6721       1.2322
     243       3.7173       1.2023
     244       3.5194       1.3284
     245       3.5420       1.4972
     246       3.4469       1.2118
     247       3.5452       1.5138
     248       3.6948       1.6303
     249       3.5743       1.4507
     250       3.7721       1.7716
     251       3.7324       2.0834
     252       3.9778       1.5607
     253       3.5923       1.6720
     254       3.4947       1.3729
     255       3.8266       1.7186
     256       3.8728       1.9476
     257       3.9413       1.2920
     258       3.8416       1.9664
     259       3.7226       1.8275
     260       3.6659       1.8145
     261       3.5355       2.1444
     262       3.5037       1.1596
     263       3.6886       1.4821
     264       3.7655       2.2140
     265       3.8339       2.1528
     266       3.9877       2.0892
     267       4.0808       1.6137
