#Frame           SHP2       ligand
       1       0.0000       0.0000
       2       0.1794       0.5517
       3       0.1796       0.6243
       4       0.2831       0.7278
       5       0.2915       0.6688
       6       0.6886       1.1736
       7       0.8782       1.3388
       8       1.1570       0.8198
       9       1.1745       0.6268
      10       1.2373       0.6424
      11       1.2353       0.4747
      12       1.4990       0.7686
      13       1.3960       0.8928
      14       1.5178       1.6959
      15       1.4199       1.4026
      16       1.3120       1.0228
      17       1.4354       1.0046
      18       1.4970       1.0626
      19       1.4388       0.5963
      20       1.5202       0.9842
      21       1.5658       4.1465
      22       1.4170       2.1316
      23       1.4114       2.7139
      24       1.4741       4.4561
      25       1.5590       5.1538
      26       1.5883       4.9803
      27       1.5533       5.4669
      28       1.8111       4.9419
      29       1.8825       5.8130
      30       2.0118       6.2971
      31       2.1732       5.1824
      32       2.2093       5.6186
      33       2.1087       5.2635
      34       1.8001       4.5406
      35       1.8092       4.1281
      36       2.0968       4.2626
      37       1.9725       5.0762
      38       1.9691       4.8140
      39       1.8578       4.6516
      40       1.9451       5.1370
      41       2.2932       5.1709
      42       2.2090       3.3901
      43       2.1063       4.7414
      44       2.1473       4.8993
      45       2.2968       5.0188
      46       2.4907       3.8503
      47       3.1586       4.7309
      48       2.8277       5.0316
      49       2.8801       5.7061
      50       2.7516       5.7404
      51       2.8919       4.9190
      52       2.9750       4.9807
      53       3.0155       4.7006
      54       2.8421       5.0839
      55       3.0037       5.6034
      56       2.8263       4.9949
      57       2.9263       5.5658
      58       2.4350       5.3192
      59       2.3389       5.5755
      60       2.6484       4.6332
      61       2.9044       5.3595
      62       2.4916       5.1744
      63       2.7248       4.9061
      64       2.8901       5.4772
      65       2.9277       5.5216
      66       3.0302       5.3483
      67       2.9341       5.4246
      68       3.0657       5.2966
      69       2.8652       5.2193
      70       2.8395       4.8521
      71       2.6949       4.9495
      72       2.7571       4.5716
      73       2.7113       5.1677
      74       2.9086       5.9974
      75       3.3168       6.0313
      76       3.0307       6.1967
      77       3.0917       5.5162
      78       3.1393       5.2186
      79       3.3292       4.6186
      80       3.4121       5.1215
      81       3.2243       5.0259
      82       3.1801       4.9358
      83       3.0567       5.3656
      84       2.9374       4.2669
      85       2.8960       4.2822
      86       3.0421       5.6291
      87       2.9814       5.8013
      88       2.6196       5.6195
      89       2.5925       5.6760
      90       2.5737       5.7841
      91       2.6009       5.4535
      92       2.5567       5.6860
      93       2.6709       4.7635
      94       2.6980       6.1857
      95       2.6064       5.6895
      96       2.9248       5.5810
      97       2.6949       5.5254
      98       2.8096       6.0666
      99       2.7711       5.7527
     100       2.7303       5.1006
     101       2.9310       6.0563
     102       2.8425       6.3524
     103       2.7657       6.1876
     104       2.7115       6.2071
     105       2.7326       6.5631
     106       2.6053       5.9106
     107       2.8091       6.1127
     108       2.6169       6.0343
     109       2.7681       4.5221
     110       2.8561       5.0945
     111       2.6685       4.5268
     112       2.7442       5.2198
     113       2.9109       4.4574
     114       2.5230       4.1815
     115       2.3008       4.3420
     116       2.3187       4.3890
     117       2.2833       3.9716
     118       2.6149       4.2847
     119       2.5035       3.5330
     120       2.3259       3.4190
     121       2.3825       4.0184
     122       2.4350       4.1621
     123       2.6332       3.9205
     124       2.6610       3.6692
     125       2.6042       3.5701
     126       2.5574       4.1496
     127       2.8503       3.8208
     128       2.8973       3.5640
     129       2.7197       4.0910
     130       2.7267       2.8363
     131       2.6100       3.4499
     132       2.5512       3.6322
     133       2.5764       3.5742
     134       2.5803       3.9828
     135       2.7106       3.6953
     136       2.7955       3.1073
     137       2.7179       3.2362
     138       2.9251       3.4864
     139       2.9776       3.8301
     140       2.8052       3.2091
     141       2.7050       4.3403
     142       3.0126       3.6443
     143       3.1189       3.5497
     144       3.0068       3.5101
     145       2.7628       3.3575
     146       3.1007       3.5758
     147       3.0936       3.4758
     148       3.3193       2.9551
     149       3.0494       3.5148
     150       3.1257       3.6616
     151       3.1896       2.7622
     152       3.4470       3.6759
     153       3.0928       3.8452
     154       3.4004       3.3746
     155       3.3435       3.9260
     156       3.6498       3.8397
     157       3.4809       3.9126
     158       3.1166       3.3558
     159       3.1933       3.4963
     160       3.4254       2.8808
     161       3.3338       3.4376
     162       3.3203       2.8700
     163       3.0611       3.5011
     164       3.1334       3.0305
     165       3.0348       3.5911
     166       3.2382       4.1805
     167       3.3031       4.3874
     168       3.4418       4.6838
     169       3.4427       5.0363
     170       3.4005       4.0816
     171       3.8352       5.2353
     172       4.0281       4.7440
     173       3.9892       5.3414
     174       4.2433       5.0215
     175       4.2425       4.9801
     176       3.9440       5.2557
     177       3.8722       4.8324
     178       3.7736       4.6530
     179       3.6865       4.4602
     180       4.0578       6.2114
     181       3.5646       5.4739
     182       3.6856       5.3009
     183       3.4241       4.1037
     184       3.5294       4.2935
     185       3.5632       4.8368
     186       3.6452       4.2449
     187       3.4882       4.2741
     188       3.3809       4.6285
     189       3.7322       4.9462
     190       3.7968       4.7838
     191       3.6971       4.3632
     192       3.9592       4.5454
     193       3.3824       4.2240
     194       3.7655       5.0164
