#Frame           SHP2       ligand
       1       0.0000       0.0000
       2       0.1749       0.4806
       3       0.1719       0.4984
       4       0.2760       0.4958
       5       0.2702       0.3346
       6       0.6116       0.4565
       7       0.6838       0.5865
       8       1.2426       0.9651
       9       1.4501       1.0426
      10       1.6159       0.8960
      11       1.3601       0.8513
      12       1.7020       0.5078
      13       1.6428       0.5018
      14       1.5749       0.4093
      15       1.8797       0.4120
      16       1.5526       0.5420
      17       1.5855       0.6369
      18       1.8411       0.4963
      19       1.9737       0.5097
      20       1.5384       0.5603
      21       1.4888       0.2295
      22       1.6719       0.5607
      23       1.8802       0.6012
      24       1.9077       0.5939
      25       1.6605       0.4860
      26       1.4019       0.5390
      27       1.5166       0.5516
      28       1.5174       0.4967
      29       1.6340       0.8398
      30       1.4462       1.1701
      31       1.4629       1.1180
      32       1.6412       0.9515
      33       1.4444       0.5970
      34       1.4267       0.7409
      35       1.3952       0.8379
      36       1.3778       0.6025
      37       1.4489       0.7126
      38       1.3985       0.6846
      39       1.3393       0.6437
      40       1.5982       1.2981
      41       1.3695       0.8053
      42       1.3797       0.7816
      43       1.4041       1.0549
      44       1.4246       1.0818
      45       1.5437       0.5975
      46       1.6054       0.7668
      47       1.6336       0.6220
      48       1.6816       0.4420
      49       1.5754       0.5563
      50       1.5723       0.4581
      51       1.7073       0.9069
      52       1.6265       0.5374
      53       1.8152       0.4567
      54       1.8649       0.5941
      55       1.8669       0.5231
      56       1.9240       0.4565
      57       1.7960       0.8698
      58       1.7603       0.5087
      59       1.9554       0.7017
      60       1.9833       0.8935
      61       2.0182       0.6735
      62       1.8432       0.6271
      63       1.9219       0.8136
      64       1.9409       0.8419
      65       2.0232       1.0206
      66       1.7666       0.7065
      67       1.6360       0.6624
      68       1.6567       0.7062
      69       1.6906       0.6905
      70       1.8128       0.7044
      71       1.6996       0.8715
      72       1.6920       0.6068
      73       1.6839       0.8974
      74       1.8010       0.6617
      75       1.6911       0.9772
      76       1.8576       0.9953
      77       1.8581       0.6811
      78       1.9029       0.6087
      79       1.8425       0.6420
      80       1.7435       0.6391
      81       1.7833       1.0374
      82       1.7815       0.4877
      83       1.8388       0.5907
      84       1.6876       0.6015
      85       1.7972       0.9735
      86       1.7373       0.3944
      87       1.8092       1.1097
      88       1.7934       0.5002
      89       1.6965       0.6600
      90       1.7484       0.7615
      91       1.7789       0.4332
      92       1.6935       0.6405
      93       1.7013       0.8575
      94       1.6783       0.6003
      95       1.6694       1.0118
      96       1.6514       0.6112
      97       1.7340       0.9260
      98       1.7772       0.8732
      99       1.8119       0.6652
     100       1.8127       0.8255
     101       1.8557       0.8346
     102       2.0003       0.6591
     103       1.9843       0.6731
     104       1.7964       0.6588
     105       1.8932       0.6215
     106       1.9992       0.8761
     107       1.9782       0.5739
     108       2.0004       0.5690
     109       2.2793       0.9555
     110       2.0375       0.8933
     111       2.2011       1.5326
     112       1.9474       0.6111
