#Frame           SHP2       ligand
       1       0.0000       0.0000
       2       0.1803       0.5276
       3       0.1730       0.5469
       4       0.2727       0.7160
       5       0.2831       0.4977
       6       0.6834       0.9579
       7       0.7509       1.3542
       8       1.3534       0.9609
       9       1.3073       0.9856
      10       1.4887       1.0150
      11       1.4275       1.3338
      12       1.5230       1.3567
      13       1.4060       1.4138
      14       1.3998       1.5975
      15       1.3323       1.3315
      16       1.3259       1.4296
      17       1.5315       1.5193
      18       1.3726       1.3272
      19       1.4274       1.4403
      20       1.6192       1.4060
      21       1.7655       1.5057
      22       1.9105       1.6205
      23       1.9475       1.8875
      24       2.1362       1.4843
      25       2.1485       1.4611
      26       1.8985       1.6841
      27       1.8527       2.0672
      28       1.6701       1.7304
      29       1.6438       1.7521
      30       1.5797       1.4906
      31       1.8625       1.6182
      32       1.9998       1.7784
      33       1.9064       2.0304
      34       1.8958       1.8969
      35       2.0700       1.8100
      36       1.9736       1.4786
      37       2.1126       1.4197
      38       2.1268       1.4967
      39       1.9007       1.2925
      40       1.8994       1.7127
      41       2.2607       1.6967
      42       1.9854       1.4362
      43       1.9564       1.4070
      44       1.8583       1.6604
      45       2.0804       2.0324
      46       2.2425       1.9691
      47       2.2116       2.2995
      48       2.1656       1.7562
      49       2.2339       1.4992
      50       1.9713       1.2402
      51       2.0532       1.6950
      52       2.3530       1.4250
      53       2.3913       1.9353
      54       2.2745       1.5403
      55       2.4920       2.2247
      56       2.6154       1.9127
      57       2.7073       1.7256
      58       2.1936       1.4714
      59       2.2833       1.4198
      60       2.0151       1.4217
      61       2.1000       1.4795
      62       1.9842       1.3573
      63       2.0826       1.3539
      64       1.9740       1.4454
      65       1.8016       1.4516
      66       1.8496       1.4074
      67       1.9422       1.5341
      68       2.0324       1.3206
      69       2.1219       1.3906
      70       2.5826       1.9485
      71       2.4045       1.7487
      72       2.3208       1.8922
      73       2.1321       1.4249
      74       2.3260       1.6975
      75       2.6427       1.7985
      76       2.2478       1.4493
      77       2.0686       1.3987
      78       1.9879       1.2771
      79       2.1559       1.4364
      80       2.4189       1.4413
      81       2.4059       1.4662
      82       2.4240       1.6160
      83       2.5072       1.9471
      84       2.6127       1.6748
      85       2.5925       1.7747
      86       2.5652       2.0027
      87       2.5741       1.6011
      88       2.5651       1.8286
      89       2.4722       1.4388
      90       2.5049       1.5977
      91       2.4551       1.6977
      92       2.2625       1.7018
      93       2.2415       1.4769
      94       2.1864       1.4656
      95       2.2149       1.3465
      96       2.2955       1.7591
      97       2.2315       1.8770
      98       2.2155       1.5817
      99       2.1790       1.2949
     100       2.3203       1.4485
     101       2.3909       1.3797
     102       2.8714       1.6413
     103       2.3714       1.8477
     104       2.4847       1.7866
     105       2.3455       1.6103
     106       2.4889       1.9838
     107       2.0575       1.3997
     108       2.3704       1.5969
     109       2.3661       1.2877
     110       2.8987       1.7819
     111       2.9668       1.9448
     112       3.0631       1.4404
     113       2.7828       1.9985
     114       3.3531       2.3766
     115       3.2759       2.6658
     116       2.7906       1.8288
     117       2.8562       1.7932
     118       2.5251       1.4857
     119       3.0606       2.2215
     120       2.6206       1.8749
     121       2.8527       2.3235
     122       2.9886       2.2116
     123       3.0576       1.9127
     124       2.8930       2.1246
     125       2.7974       2.5244
     126       2.7695       1.8860
     127       2.5021       2.0237
     128       2.8240       1.8507
     129       2.8600       1.6824
     130       2.7083       1.7199
     131       2.9961       2.4458
     132       2.7468       1.6890
     133       2.7600       1.6129
     134       2.5568       1.5680
     135       2.7355       1.6534
     136       2.9478       1.7684
     137       3.0898       1.6220
     138       3.5192       2.2401
     139       3.1984       1.7835
     140       3.2758       1.7893
     141       3.0834       1.9063
     142       3.2334       2.0019
     143       3.1525       2.0208
     144       3.1927       2.6725
     145       3.3509       1.7465
     146       3.1811       1.7602
     147       3.2299       1.7737
     148       3.0752       2.0705
     149       2.7818       1.4265
     150       2.9273       1.6029
     151       2.8451       1.8794
     152       2.8933       1.3659
     153       3.3050       1.6109
     154       3.3924       1.7981
     155       3.2100       2.0241
     156       3.3158       1.9762
     157       3.0474       2.1069
     158       3.2529       2.3493
     159       3.5315       1.8228
     160       3.5491       2.2311
     161       3.2510       2.4837
     162       3.2186       2.1722
     163       3.1354       1.5952
     164       3.3569       1.3668
     165       3.5756       2.4995
     166       3.8963       2.8795
     167       4.0465       4.1716
     168       3.3186       3.4153
     169       3.4885       3.2034
     170       3.1028       2.5707
     171       3.4451       2.7485
     172       3.4870       2.9862
     173       3.2889       3.0624
     174       3.3739       2.8618
     175       3.5589       2.9087
     176       3.2659       2.5916
     177       3.4185       2.9795
     178       3.3431       2.7632
     179       3.2819       1.7389
     180       3.1453       2.4369
     181       3.5379       2.0300
     182       3.3127       2.2070
     183       3.8543       2.6616
     184       3.7746       1.9767
     185       3.7619       1.7883
     186       3.5174       2.4192
     187       3.4699       2.4109
     188       3.7001       2.1690
     189       3.6442       2.2496
     190       3.6624       2.6524
     191       3.8528       2.0735
     192       3.4300       2.8338
     193       3.7048       2.5473
     194       3.5577       2.4211
     195       3.7044       2.4374
     196       3.1999       3.0123
     197       3.2984       2.9514
     198       3.3474       2.8073
     199       3.2046       2.3965
     200       3.1127       2.5223
     201       3.1167       2.4225
     202       3.0243       2.1439
     203       3.4978       2.3490
     204       3.6151       2.3490
     205       3.6336       2.2156
     206       3.6909       1.7983
     207       3.6607       1.8810
     208       3.5458       2.5148
     209       3.3761       1.9667
     210       3.5142       2.0260
     211       3.6721       2.1157
     212       3.4380       2.4548
     213       3.7813       2.0225
     214       4.0219       2.1895
     215       3.8186       2.4023
     216       4.2463       2.6728
     217       4.0811       2.9610
     218       3.9158       4.2407
     219       3.8816       4.4753
     220       3.8598       4.3422
     221       3.8790       3.6464
     222       3.7246       3.7807
     223       3.6095       2.9912
     224       3.4104       3.1699
     225       3.4042       3.3616
     226       3.6038       2.7317
     227       3.7127       3.0830
     228       3.4997       3.8241
     229       3.5203       3.3916
     230       3.4099       3.6132
     231       3.3995       3.2187
     232       3.2765       3.7002
     233       3.3902       3.4869
     234       3.4597       3.3928
     235       3.4351       3.6877
     236       3.2427       3.3976
     237       3.5535       3.0972
     238       3.7037       2.6404
     239       3.3819       3.0633
     240       3.2349       2.9403
     241       3.4657       3.0406
     242       3.0857       3.1545
     243       3.5163       3.1546
     244       3.8470       3.0115
     245       3.5753       2.8331
     246       3.4460       2.8045
     247       4.0674       3.7385
     248       3.9467       3.4187
     249       3.5649       3.3303
     250       3.4386       3.1352
     251       3.5195       3.0718
     252       3.8557       2.9080
     253       3.3981       3.5877
     254       3.6001       4.3779
     255       3.8233       3.7482
     256       3.7308       4.2399
     257       3.7378       3.4162
     258       3.6028       4.4010
     259       3.6837       4.1417
     260       4.0316       4.6338
